[0.25 0.25 0.1  0.  ],[0.25 0.25 1.   8.  ],[0.25 0.25 0.   6.  ]
[0.25 0.25 0.1  0.  ],[0.468 0.25  1.    7.   ],[7.109e-01 2.500e-01 1.110e-16 6.000e+00]
[0.25 0.25 0.1  0.  ],[0.386 0.421 1.    8.   ],[5.374e-01 6.104e-01 1.110e-16 5.000e+00]
[0.25 0.25 0.1  0.  ],[0.201 0.463 1.    8.   ],[1.474e-01 6.994e-01 1.110e-16 5.000e+00]
[0.25 0.25 0.1  0.  ],[0.053 0.345 1.    8.   ],[0.    0.37  0.756 4.   ]
[0.25 0.25 0.1  0.  ],[0.053 0.155 1.    8.   ],[0.    0.13  0.756 3.   ]
[0.25 0.25 0.1  0.  ],[0.201 0.037 1.    7.   ],[0.193 0.    0.843 2.   ]
[0.25 0.25 0.1  0.  ],[0.386 0.079 1.    7.   ],[0.449 0.    0.582 2.   ]
[0.25 0.25 0.1  0.  ],[0.661 0.25  1.    7.   ],[ 1.     0.25   0.258 10.   ]
[0.25 0.25 0.1  0.  ],[0.614 0.441 1.    7.   ],[ 1.     0.644  0.045 10.   ]
[0.25 0.25 0.1  0.  ],[0.483 0.588 1.    8.   ],[0.743 0.964 0.    5.   ]
[0.25 0.25 0.1  0.  ],[0.3   0.658 1.    8.   ],[ 0.341  1.     0.246 12.   ]
[0.25 0.25 0.1  0.  ],[0.104 0.634 1.    8.   ],[1.388e-17 9.092e-01 3.562e-01 4.000e+00]
[0.25 0.25 0.1  0.  ],[0.    0.471 0.831 4.   ],[0.058 0.523 1.    8.   ]
[0.25 0.25 0.1  0.  ],[2.776e-17 3.116e-01 6.638e-01 3.000e+00],[0.149 0.348 1.    8.   ]
[0.25 0.25 0.1  0.  ],[2.776e-17 1.884e-01 6.638e-01 3.000e+00],[0.149 0.152 1.    8.   ]
[0.25 0.25 0.1  0.  ],[0.    0.029 0.831 3.   ],[0.032 0.    0.926 1.   ]
[0.25 0.25 0.1  0.  ],[0.155 0.    0.685 1.   ],[0.104 0.134 1.    8.   ]
[0.25 0.25 0.1  0.  ],[0.28  0.    0.651 1.   ],[0.3   0.158 1.    7.   ]
[0.25 0.25 0.1  0.  ],[4.226e-01 2.776e-17 7.652e-01 2.000e+00],[0.483 0.088 1.    7.   ]
[0.25 0.25 0.1  0.  ],[0.614 0.059 1.    7.   ],[ 7.263e-01 -6.939e-18  7.220e-01  2.000e+00]
[0.25 0.25 0.1  0.  ],[0.891 0.25  1.    7.   ],[1.    0.25  0.847 9.   ]
[0.25 0.25 0.1  0.  ],[0.856 0.458 1.    7.   ],[1.    0.507 0.786 9.   ]
[0.25 0.25 0.1  0.  ],[0.756 0.644 1.    7.   ],[1.    0.834 0.565 9.   ]
[0.25 0.25 0.1  0.  ],[0.601 0.787 1.    8.   ],[ 0.74   1.     0.642 11.   ]
[0.25 0.25 0.1  0.  ],[0.407 0.871 1.    8.   ],[ 0.44   1.     0.814 11.   ]
[0.25 0.25 0.1  0.  ],[0.197 0.889 1.    8.   ],[ 0.188  1.     0.843 11.   ]
[0.25 0.25 0.1  0.  ],[0.    0.82  0.974 4.   ],[7.441e-03 8.369e-01 1.000e+00 8.000e+00]
[0.25 0.25 0.1  0.  ],[0.    0.522 0.618 4.   ],[0.184 0.722 1.    8.   ]
[0.25 0.25 0.1  0.  ],[2.776e-17 3.853e-01 4.992e-01 3.000e+00],[0.314 0.555 1.    8.   ]
[0.25 0.25 0.1  0.  ],[2.776e-17 2.917e-01 4.559e-01 3.000e+00],[0.382 0.355 1.    7.   ]
[0.25 0.25 0.1  0.  ],[2.776e-17 2.083e-01 4.559e-01 3.000e+00],[0.382 0.145 1.    7.   ]
[0.25 0.25 0.1  0.  ],[0.    0.115 0.499 3.   ],[0.212 0.    0.838 2.   ]
[0.25 0.25 0.1  0.  ],[0.02  0.    0.577 1.   ],[0.    0.022 0.618 3.   ]
[0.25 0.25 0.1  0.  ],[0.14  0.    0.483 1.   ],[0.    0.32  0.974 4.   ]
[0.25 0.25 0.1  0.  ],[0.229 0.    0.452 1.   ],[0.197 0.389 1.    8.   ]
[0.25 0.25 0.1  0.  ],[0.313 0.    0.462 1.   ],[0.407 0.371 1.    7.   ]
[0.25 0.25 0.1  0.  ],[0.413 0.    0.519 1.   ],[0.601 0.287 1.    7.   ]
[0.25 0.25 0.1  0.  ],[0.571 0.    0.672 2.   ],[0.756 0.144 1.    7.   ]
[0.25 0.25 0.1  0.  ],[0.856 0.042 1.    7.   ],[0.978 0.    0.819 2.   ]
[0.25 0.25 0.1  0.  ],[1.    0.25  0.815 9.   ],[0.806 0.25  1.    7.   ]
[0.25 0.25 0.1  0.  ],[1.    0.46  0.843 9.   ],[0.841 0.505 1.    7.   ]
[0.25 0.25 0.1  0.  ],[1.    0.706 0.937 9.   ],[0.944 0.74  1.    7.   ]
[0.25 0.25 0.1  0.  ],[0.894 0.94  1.    8.   ],[ 0.95   1.     0.921 11.   ]
[0.25 0.25 0.1  0.  ],[ 0.639  1.     0.905 11.   ],[0.684 0.912 1.    8.   ]
[0.25 0.25 0.1  0.  ],[ 0.406  1.     0.83  11.   ],[0.442 0.826 1.    8.   ]
[0.25 0.25 0.1  0.  ],[ 0.199  1.     0.817 11.   ],[0.186 0.808 1.    8.   ]
[0.25 0.25 0.1  0.  ],[0.    0.953 0.812 4.   ],[ 0.017  1.     0.859 12.   ]
[0.25 0.25 0.1  0.  ],[0.    0.604 0.513 4.   ],[ 0.279  1.     0.975 11.   ]
[0.25 0.25 0.1  0.  ],[0.    0.453 0.407 3.   ],[0.482 0.846 1.    8.   ]
[0.25 0.25 0.1  0.  ],[0.    0.359 0.36  3.   ],[0.616 0.626 1.    8.   ]
[0.25 0.25 0.1  0.  ],[0.    0.284 0.341 3.   ],[0.685 0.379 1.    7.   ]
[0.25 0.25 0.1  0.  ],[0.    0.216 0.341 3.   ],[0.685 0.121 1.    7.   ]
[0.25 0.25 0.1  0.  ],[2.776e-17 1.414e-01 3.599e-01 3.000e+00],[0.326 0.    0.698 2.   ]
[0.25 0.25 0.1  0.  ],[0.    0.047 0.407 3.   ],[0.057 0.    0.478 1.   ]
[0.25 0.25 0.1  0.  ],[0.074 0.    0.392 1.   ],[0.    0.104 0.513 3.   ]
[0.25 0.25 0.1  0.  ],[0.161 0.    0.353 1.   ],[0.    0.453 0.812 4.   ]
[0.25 0.25 0.1  0.  ],[0.233 0.    0.339 1.   ],[0.186 0.692 1.    8.   ]
[0.25 0.25 0.1  0.  ],[0.302 0.    0.343 1.   ],[0.442 0.674 1.    8.   ]
[0.25 0.25 0.1  0.  ],[0.38  0.    0.368 1.   ],[0.684 0.588 1.    7.   ]
[0.25 0.25 0.1  0.  ],[0.483 0.    0.426 1.   ],[0.894 0.44  1.    7.   ]
[0.25 0.25 0.1  0.  ],[0.661 0.    0.559 2.   ],[1.    0.206 0.937 9.   ]
[0.25 0.25 0.1  0.  ],[ 1.     0.04   0.843 10.   ],[0.858 0.    0.984 2.   ]
[0.25 0.25 0.1  0.  ],[ 1.     0.25   0.582 10.   ],[0.35 0.25 1.   7.  ]
[0.25 0.25 0.1  0.  ],[1.    0.428 0.595 9.   ],[0.387 0.573 1.    8.   ]
[0.25 0.25 0.1  0.  ],[1.    0.627 0.639 9.   ],[0.499 0.879 1.    8.   ]
[0.25 0.25 0.1  0.  ],[1.    0.879 0.729 9.   ],[ 0.856  1.     0.85  11.   ]
[0.25 0.25 0.1  0.  ],[ 0.808  1.     0.701 11.   ],[1.    0.743 0.907 9.   ]
[0.25 0.25 0.1  0.  ],[ 0.574  1.     0.625 11.   ],[0.805 0.464 1.    7.   ]
[0.25 0.25 0.1  0.  ],[ 0.382  1.     0.589 12.   ],[0.493 0.371 1.    7.   ]
[0.25 0.25 0.1  0.  ],[ 0.206  1.     0.583 12.   ],[0.169 0.352 1.    8.   ]
[0.25 0.25 0.1  0.  ],[ 0.025  1.     0.603 12.   ],[0.    0.915 0.66  4.   ]
[0.25 0.25 0.1  0.  ],[0.    0.683 0.421 4.   ],[ 0.183  1.     0.657 12.   ]
[0.25 0.25 0.1  0.  ],[0.    0.515 0.334 3.   ],[ 0.458  1.     0.763 11.   ]
[0.25 0.25 0.1  0.  ],[0.    0.414 0.292 3.   ],[ 0.89   1.     0.977 11.   ]
[0.25 0.25 0.1  0.  ],[0.    0.341 0.271 3.   ],[1.    0.705 0.955 9.   ]
[0.25 0.25 0.1  0.  ],[0.    0.279 0.262 3.   ],[1.    0.396 0.909 9.   ]
[0.25 0.25 0.1  0.  ],[0.    0.221 0.262 3.   ],[1.    0.104 0.909 9.   ]
[0.25 0.25 0.1  0.  ],[0.    0.159 0.271 3.   ],[0.437 0.    0.57  2.   ]
[0.25 0.25 0.1  0.  ],[0.    0.086 0.292 3.   ],[0.13  0.    0.392 1.   ]
[0.25 0.25 0.1  0.  ],[0.014 0.    0.321 1.   ],[0.    0.015 0.334 3.   ]
[0.25 0.25 0.1  0.  ],[0.106 0.    0.286 1.   ],[0.    0.183 0.421 3.   ]
[0.25 0.25 0.1  0.  ],[0.175 0.    0.268 1.   ],[0.    0.585 0.66  4.   ]
[0.25 0.25 0.1  0.  ],[0.235 0.    0.261 1.   ],[ 0.177  1.     0.905 11.   ]
[0.25 0.25 0.1  0.  ],[0.294 0.    0.263 1.   ],[ 0.47   1.     0.916 11.   ]
[0.25 0.25 0.1  0.  ],[0.358 0.    0.275 1.   ],[ 0.789  1.     0.975 11.   ]
[0.25 0.25 0.1  0.  ],[0.436 0.    0.3   1.   ],[1.    0.757 0.907 9.   ]
[0.25 0.25 0.1  0.  ],[0.548 0.    0.35  1.   ],[1.    0.379 0.729 9.   ]
[0.25 0.25 0.1  0.  ],[0.748 0.    0.458 2.   ],[ 1.     0.127  0.639 10.   ]
[0.25 0.25 0.1  0.  ],[ 1.     0.072  0.595 10.   ],[0.695 0.    0.797 2.   ]
[0.25 0.25 0.1  0.  ],[ 1.    0.25  0.4  10.  ],[0.    0.25  0.801 4.   ]
[0.25 0.25 0.1  0.  ],[ 1.     0.409  0.407 10.   ],[0.    0.622 0.816 4.   ]
[0.25 0.25 0.1  0.  ],[1.    0.584 0.429 9.   ],[ 0.065  1.     0.838 12.   ]
[0.25 0.25 0.1  0.  ],[1.    0.795 0.471 9.   ],[ 0.718  1.     0.611 11.   ]
[0.25 0.25 0.1  0.  ],[ 0.925  1.     0.504 11.   ],[1.    0.917 0.549 9.   ]
[0.25 0.25 0.1  0.  ],[ 0.683  1.     0.447 11.   ],[1.    0.451 0.701 9.   ]
[0.25 0.25 0.1  0.  ],[ 0.494  1.     0.416 12.   ],[8.186e-01 1.110e-16 8.366e-01 2.000e+00]
[0.25 0.25 0.1  0.  ],[ 0.329  1.     0.402 12.   ],[0.434 0.    0.804 2.   ]
[0.25 0.25 0.1  0.  ],[ 0.171  1.     0.402 12.   ],[0.066 0.    0.804 1.   ]
[0.25 0.25 0.1  0.  ],[6.310e-03 1.000e+00 4.157e-01 1.200e+01],[0.    0.981 0.424 4.   ]
[0.25 0.25 0.1  0.  ],[0.    0.683 0.3   3.   ],[ 0.183  1.     0.447 12.   ]
[0.25 0.25 0.1  0.  ],[2.776e-17 5.277e-01 2.496e-01 3.000e+00],[ 0.425  1.     0.504 12.   ]
[0.25 0.25 0.1  0.  ],[0.    0.432 0.224 3.   ],[ 0.782  1.     0.611 11.   ]
[0.25 0.25 0.1  0.  ],[2.776e-17 3.613e-01 2.096e-01 3.000e+00],[1.    0.807 0.648 9.   ]
[0.25 0.25 0.1  0.  ],[2.776e-17 3.031e-01 2.023e-01 3.000e+00],[1.    0.516 0.612 9.   ]
[0.25 0.25 0.1  0.  ],[0.   0.25 0.2  3.  ],[ 1.    0.25  0.6  10.  ]
[0.25 0.25 0.1  0.  ],[0.    0.197 0.202 3.   ],[0.926 0.    0.581 2.   ]
[0.25 0.25 0.1  0.  ],[0.    0.139 0.21  3.   ],[0.312 0.    0.346 1.   ]
[0.25 0.25 0.1  0.  ],[0.    0.068 0.224 3.   ],[0.094 0.    0.27  1.   ]
[0.25 0.25 0.1  0.  ],[0.025 0.    0.235 1.   ],[0.    0.028 0.25  3.   ]
[0.25 0.25 0.1  0.  ],[0.106 0.    0.216 1.   ],[0.    0.183 0.3   3.   ]
[0.25 0.25 0.1  0.  ],[0.169 0.    0.205 1.   ],[0.    0.519 0.424 3.   ]
[0.25 0.25 0.1  0.  ],[0.224 0.    0.201 1.   ],[ 0.119  1.     0.603 12.   ]
[0.25 0.25 0.1  0.  ],[0.276 0.    0.201 1.   ],[ 0.381  1.     0.603 12.   ]
[0.25 0.25 0.1  0.  ],[0.331 0.    0.205 1.   ],[ 0.656  1.     0.626 11.   ]
