[0.5 0.5 0.5 0. ],[0.5 0.5 1.  7. ],[nan nan nan nan]
[0.5 0.5 0.5 0. ],[0.614 0.5   1.    7.   ],[nan nan nan nan]
[0.5 0.5 0.5 0. ],[0.535 0.609 1.    8.   ],[nan nan nan nan]
[0.5 0.5 0.5 0. ],[0.408 0.567 1.    8.   ],[nan nan nan nan]
[0.5 0.5 0.5 0. ],[0.408 0.433 1.    8.   ],[nan nan nan nan]
[0.5 0.5 0.5 0. ],[0.535 0.391 1.    7.   ],[nan nan nan nan]
[0.5 0.5 0.5 0. ],[0.741 0.5   1.    7.   ],[ 1.     0.5    0.462 10.   ]
[0.5 0.5 0.5 0. ],[0.709 0.62  1.    7.   ],[1.    0.789 0.301 9.   ]
[0.5 0.5 0.5 0. ],[0.62  0.709 1.    8.   ],[ 0.789  1.     0.301 11.   ]
[0.5 0.5 0.5 0. ],[0.5   0.741 1.    8.   ],[ 0.5    1.     0.462 12.   ]
[0.5 0.5 0.5 0. ],[0.38  0.709 1.    8.   ],[ 0.211  1.     0.301 12.   ]
[0.5 0.5 0.5 0. ],[0.291 0.62  1.    8.   ],[0.    0.789 0.301 4.   ]
[0.5 0.5 0.5 0. ],[0.259 0.5   1.    8.   ],[0.    0.5   0.462 3.   ]
[0.5 0.5 0.5 0. ],[0.291 0.38  1.    8.   ],[0.    0.211 0.301 3.   ]
[0.5 0.5 0.5 0. ],[0.38  0.291 1.    7.   ],[0.211 0.    0.301 1.   ]
[0.5 0.5 0.5 0. ],[0.5   0.259 1.    7.   ],[0.5   0.    0.462 1.   ]
[0.5 0.5 0.5 0. ],[0.62  0.291 1.    7.   ],[0.789 0.    0.301 2.   ]
[0.5 0.5 0.5 0. ],[0.709 0.38  1.    7.   ],[ 1.     0.211  0.301 10.   ]
[0.5 0.5 0.5 0. ],[0.899 0.5   1.    7.   ],[1.    0.5   0.873 9.   ]
[0.5 0.5 0.5 0. ],[0.872 0.644 1.    7.   ],[1.    0.694 0.828 9.   ]
[0.5 0.5 0.5 0. ],[0.795 0.769 1.    7.   ],[1.    0.956 0.652 9.   ]
[0.5 0.5 0.5 0. ],[0.678 0.857 1.    8.   ],[ 0.749  1.     0.8   11.   ]
[0.5 0.5 0.5 0. ],[0.537 0.897 1.    8.   ],[ 0.546  1.     0.87  11.   ]
[0.5 0.5 0.5 0. ],[0.391 0.884 1.    8.   ],[ 0.358  1.     0.848 11.   ]
[0.5 0.5 0.5 0. ],[0.26  0.818 1.    8.   ],[ 0.122  1.     0.714 12.   ]
[0.5 0.5 0.5 0. ],[0.161 0.71  1.    8.   ],[0.    0.81  0.763 4.   ]
[0.5 0.5 0.5 0. ],[0.108 0.573 1.    8.   ],[0.    0.593 0.862 4.   ]
[0.5 0.5 0.5 0. ],[0.108 0.427 1.    8.   ],[0.    0.407 0.862 4.   ]
[0.5 0.5 0.5 0. ],[0.161 0.29  1.    8.   ],[0.    0.19  0.763 3.   ]
[0.5 0.5 0.5 0. ],[0.26  0.182 1.    7.   ],[0.122 0.    0.714 1.   ]
