[0.25 0.25 0.1  0.  ],[0.25 0.25 1.   8.  ],[0.25 0.25 0.   6.  ]
[0.25 0.25 0.1  0.  ],[0.359 0.25  1.    7.   ],[4.807e-01 2.500e-01 1.110e-16 6.000e+00]
[0.25 0.25 0.1  0.  ],[0.141 0.25  1.    8.   ],[1.93e-02 2.50e-01 1.11e-16 5.00e+00]
[0.25 0.25 0.1  0.  ],[0.591 0.25  1.    7.   ],[0.971 0.25  0.    6.   ]
[0.25 0.25 0.1  0.  ],[0.511 0.469 1.    7.   ],[0.802 0.713 0.    6.   ]
[0.25 0.25 0.1  0.  ],[0.309 0.586 1.    8.   ],[0.375 0.96  0.    5.   ]
[0.25 0.25 0.1  0.  ],[0.079 0.546 1.    8.   ],[0.    0.683 0.582 4.   ]
[0.25 0.25 0.1  0.  ],[2.776e-17 3.410e-01 8.015e-01 4.000e+00],[0.071 0.367 1.    8.   ]
[0.25 0.25 0.1  0.  ],[2.776e-17 1.590e-01 8.015e-01 3.000e+00],[0.071 0.133 1.    8.   ]
[0.25 0.25 0.1  0.  ],[0.106 0.    0.861 1.   ],[0.079 0.046 1.    7.   ]
[0.25 0.25 0.1  0.  ],[0.294 0.    0.769 2.   ],[0.309 0.086 1.    7.   ]
[0.25 0.25 0.1  0.  ],[0.511 0.031 1.    7.   ],[ 5.479e-01 -3.469e-18  8.745e-01  2.000e+00]
[0.25 0.25 0.1  0.  ],[0.871 0.25  1.    7.   ],[1.    0.25  0.813 9.   ]
[0.25 0.25 0.1  0.  ],[0.81 0.52 1.   7.  ],[1.    0.611 0.694 9.   ]
[0.25 0.25 0.1  0.  ],[0.637 0.736 1.    8.   ],[ 0.848  1.     0.51  11.   ]
[0.25 0.25 0.1  0.  ],[0.388 0.856 1.    8.   ],[ 0.421  1.     0.785 11.   ]
[0.25 0.25 0.1  0.  ],[0.112 0.856 1.    8.   ],[ 0.079  1.     0.785 12.   ]
[0.25 0.25 0.1  0.  ],[0.    0.563 0.681 4.   ],[0.137 0.736 1.    8.   ]
[0.25 0.25 0.1  0.  ],[0.    0.37  0.502 3.   ],[0.31 0.52 1.   8.  ]
[0.25 0.25 0.1  0.  ],[2.776e-17 2.500e-01 4.622e-01 3.000e+00],[0.371 0.25  1.    7.   ]
[0.25 0.25 0.1  0.  ],[0.    0.13  0.502 3.   ],[0.269 0.    0.935 2.   ]
[0.25 0.25 0.1  0.  ],[0.051 0.    0.563 1.   ],[-6.939e-18  6.349e-02  6.809e-01  3.000e+00]
[0.25 0.25 0.1  0.  ],[0.193 0.    0.472 1.   ],[0.112 0.356 1.    8.   ]
[0.25 0.25 0.1  0.  ],[0.307 0.    0.472 1.   ],[0.388 0.356 1.    7.   ]
[0.25 0.25 0.1  0.  ],[0.449 0.    0.563 2.   ],[0.637 0.236 1.    7.   ]
[0.25 0.25 0.1  0.  ],[0.769 0.    0.935 2.   ],[0.81 0.02 1.   7.  ]
[0.25 0.25 0.1  0.  ],[1.    0.25  0.764 9.   ],[0.734 0.25  1.    7.   ]
[0.25 0.25 0.1  0.  ],[1.    0.507 0.803 9.   ],[0.789 0.58  1.    7.   ]
[0.25 0.25 0.1  0.  ],[1.    0.834 0.942 9.   ],[0.948 0.874 1.    7.   ]
[0.25 0.25 0.1  0.  ],[ 0.74   1.     0.894 11.   ],[0.806 0.9   1.    8.   ]
[0.25 0.25 0.1  0.  ],[ 0.44   1.     0.785 11.   ],[0.499 0.765 1.    8.   ]
[0.25 0.25 0.1  0.  ],[ 0.188  1.     0.767 12.   ],[0.166 0.738 1.    8.   ]
[0.25 0.25 0.1  0.  ],[0.    0.82  0.651 4.   ],[ 0.079  1.     0.826 12.   ]
[0.25 0.25 0.1  0.  ],[2.776e-17 5.216e-01 4.270e-01 3.000e+00],[0.438 0.997 1.    8.   ]
[0.25 0.25 0.1  0.  ],[0.    0.385 0.352 3.   ],[0.643 0.734 1.    8.   ]
[0.25 0.25 0.1  0.  ],[0.    0.292 0.325 3.   ],[0.752 0.417 1.    7.   ]
[0.25 0.25 0.1  0.  ],[0.    0.208 0.325 3.   ],[0.752 0.083 1.    7.   ]
[0.25 0.25 0.1  0.  ],[0.    0.115 0.352 3.   ],[0.212 0.    0.565 1.   ]
[0.25 0.25 0.1  0.  ],[0.02  0.    0.401 1.   ],[0.    0.022 0.427 3.   ]
[0.25 0.25 0.1  0.  ],[0.14  0.    0.342 1.   ],[0.    0.32  0.651 3.   ]
