0.000000,0.000000,1.000000,0.000000
0.235759,0.000000,0.971812,0.000000
0.146993,0.184324,0.971812,0.000000
-0.052461,0.229848,0.971812,0.000000
-0.212411,0.102292,0.971812,0.000000
-0.212411,-0.102292,0.971812,0.000000
-0.052461,-0.229848,0.971812,0.000000
0.146993,-0.184324,0.971812,0.000000
0.415415,0.000000,0.909632,0.000000
0.367832,0.193053,0.909632,0.000000
0.235983,0.341880,0.909632,0.000000
0.050073,0.412386,0.909632,0.000000
-0.147308,0.388420,0.909632,0.000000
-0.310943,0.275471,0.909632,0.000000
-0.403344,0.099415,0.909632,0.000000
-0.403344,-0.099415,0.909632,0.000000
-0.310943,-0.275471,0.909632,0.000000
-0.147308,-0.388420,0.909632,0.000000
0.050073,-0.412386,0.909632,0.000000
0.235983,-0.341880,0.909632,0.000000
0.367832,-0.193053,0.909632,0.000000
0.580057,0.000000,0.814576,0.000000
0.548628,0.188344,0.814576,0.000000
0.457746,0.356278,0.814576,0.000000
0.317261,0.485604,0.814576,0.000000
0.142396,0.562307,0.814576,0.000000
-0.047901,0.578076,0.814576,0.000000
-0.233006,0.531201,0.814576,0.000000
-0.392862,0.426762,0.814576,0.000000
-0.510145,0.276077,0.814576,0.000000
-0.572146,0.095474,0.814576,0.000000
-0.572146,-0.095474,0.814576,0.000000
-0.510145,-0.276077,0.814576,0.000000
-0.392862,-0.426762,0.814576,0.000000
-0.233006,-0.531201,0.814576,0.000000
-0.047901,-0.578076,0.814576,0.000000
0.142396,-0.562307,0.814576,0.000000
0.317261,-0.485604,0.814576,0.000000
0.457746,-0.356278,0.814576,0.000000
0.548628,-0.188344,0.814576,0.000000
0.723734,0.000000,0.690079,0.000000
0.696896,0.195261,0.690079,0.000000
0.618372,0.376041,0.690079,0.000000
0.493987,0.528931,0.690079,0.000000
0.332965,0.642593,0.690079,0.000000
0.147248,0.708596,0.690079,0.000000
-0.049389,0.722047,0.690079,0.000000
-0.242364,0.681946,0.690079,0.000000
-0.417363,0.591269,0.690079,0.000000
-0.561409,0.456740,0.690079,0.000000
-0.663817,0.288336,0.690079,0.000000
-0.716993,0.098548,0.690079,0.000000
-0.716993,-0.098548,0.690079,0.000000
-0.663817,-0.288336,0.690079,0.000000
-0.561409,-0.456740,0.690079,0.000000
-0.417363,-0.591269,0.690079,0.000000
-0.242364,-0.681946,0.690079,0.000000
-0.049389,-0.722047,0.690079,0.000000
0.147248,-0.708596,0.690079,0.000000
0.332965,-0.642593,0.690079,0.000000
0.493987,-0.528931,0.690079,0.000000
0.618372,-0.376041,0.690079,0.000000
0.696896,-0.195261,0.690079,0.000000
0.841254,0.000000,0.540641,0.000000
0.818577,0.194006,0.540641,0.000000
0.751772,0.377554,0.540641,0.000000
0.644438,0.540747,0.540641,0.000000
0.502362,0.674789,0.540641,0.000000
0.333204,0.772453,0.540641,0.000000
0.146082,0.828473,0.540641,0.000000
-0.048915,0.839830,0.540641,0.000000
-0.241274,0.805912,0.540641,0.000000
-0.420627,0.728547,0.540641,0.000000
-0.577303,0.611906,0.540641,0.000000
-0.702857,0.462276,0.540641,0.000000
-0.790520,0.287726,0.540641,0.000000
-0.835565,0.097664,0.540641,0.000000
-0.835565,-0.097664,0.540641,0.000000
-0.790520,-0.287726,0.540641,0.000000
-0.702857,-0.462276,0.540641,0.000000
-0.577303,-0.611906,0.540641,0.000000
-0.420627,-0.728547,0.540641,0.000000
-0.241274,-0.805912,0.540641,0.000000
-0.048915,-0.839830,0.540641,0.000000
0.146082,-0.828473,0.540641,0.000000
0.333204,-0.772453,0.540641,0.000000
0.502362,-0.674789,0.540641,0.000000
0.644438,-0.540747,0.540641,0.000000
0.751772,-0.377554,0.540641,0.000000
0.818577,-0.194006,0.540641,0.000000
0.928368,0.000000,0.371662,0.000000
0.908081,0.193019,0.371662,0.000000
0.848106,0.377601,0.371662,0.000000
0.751065,0.545681,0.371662,0.000000
0.621199,0.689912,0.371662,0.000000
0.464184,0.803990,0.371662,0.000000
0.286881,0.882930,0.371662,0.000000
0.097041,0.923282,0.371662,0.000000
-0.097041,0.923282,0.371662,0.000000
-0.286881,0.882930,0.371662,0.000000
-0.464184,0.803990,0.371662,0.000000
-0.621199,0.689912,0.371662,0.000000
-0.751065,0.545681,0.371662,0.000000
-0.848106,0.377601,0.371662,0.000000
-0.908081,0.193019,0.371662,0.000000
-0.928368,0.000000,0.371662,0.000000
-0.908081,-0.193019,0.371662,0.000000
-0.848106,-0.377601,0.371662,0.000000
-0.751065,-0.545681,0.371662,0.000000
-0.621199,-0.689912,0.371662,0.000000
-0.464184,-0.803990,0.371662,0.000000
-0.286881,-0.882930,0.371662,0.000000
-0.097041,-0.923282,0.371662,0.000000
0.097041,-0.923282,0.371662,0.000000
0.286881,-0.882930,0.371662,0.000000
0.464184,-0.803990,0.371662,0.000000
0.621199,-0.689912,0.371662,0.000000
0.751065,-0.545681,0.371662,0.000000
0.848106,-0.377601,0.371662,0.000000
0.908081,-0.193019,0.371662,0.000000
0.981929,0.000000,0.189251,0.000000
0.963061,0.191565,0.189251,0.000000
0.907184,0.375768,0.189251,0.000000
0.816444,0.545530,0.189251,0.000000
0.694328,0.694328,0.189251,0.000000
0.545530,0.816444,0.189251,0.000000
0.375768,0.907184,0.189251,0.000000
0.191565,0.963061,0.189251,0.000000
0.000000,0.981929,0.189251,0.000000
-0.191565,0.963061,0.189251,0.000000
-0.375768,0.907184,0.189251,0.000000
-0.545530,0.816444,0.189251,0.000000
-0.694328,0.694328,0.189251,0.000000
-0.816444,0.545530,0.189251,0.000000
-0.907184,0.375768,0.189251,0.000000
-0.963061,0.191565,0.189251,0.000000
-0.981929,0.000000,0.189251,0.000000
-0.963061,-0.191565,0.189251,0.000000
-0.907184,-0.375768,0.189251,0.000000
-0.816444,-0.545530,0.189251,0.000000
-0.694328,-0.694328,0.189251,0.000000
-0.545530,-0.816444,0.189251,0.000000
-0.375768,-0.907184,0.189251,0.000000
-0.191565,-0.963061,0.189251,0.000000
-0.000000,-0.981929,0.189251,0.000000
0.191565,-0.963061,0.189251,0.000000
0.375768,-0.907184,0.189251,0.000000
0.545530,-0.816444,0.189251,0.000000
0.694328,-0.694328,0.189251,0.000000
0.816444,-0.545530,0.189251,0.000000
0.907184,-0.375768,0.189251,0.000000
0.963061,-0.191565,0.189251,0.000000
1.000000,0.000000,0.000000,0.000000
0.981929,0.189251,0.000000,0.000000
0.928368,0.371662,0.000000,0.000000
0.841254,0.540641,0.000000,0.000000
0.723734,0.690079,0.000000,0.000000
0.580057,0.814576,0.000000,0.000000
0.415415,0.909632,0.000000,0.000000
0.235759,0.971812,0.000000,0.000000
0.047582,0.998867,0.000000,0.000000
-0.142315,0.989821,0.000000,0.000000
-0.327068,0.945001,0.000000,0.000000
-0.500000,0.866025,0.000000,0.000000
-0.654861,0.755750,0.000000,0.000000
-0.786053,0.618159,0.000000,0.000000
-0.888835,0.458227,0.000000,0.000000
-0.959493,0.281733,0.000000,0.000000
-0.995472,0.095056,0.000000,0.000000
-0.995472,-0.095056,0.000000,0.000000
-0.959493,-0.281733,0.000000,0.000000
-0.888835,-0.458227,0.000000,0.000000
-0.786053,-0.618159,0.000000,0.000000
-0.654861,-0.755750,0.000000,0.000000
-0.500000,-0.866025,0.000000,0.000000
-0.327068,-0.945001,0.000000,0.000000
-0.142315,-0.989821,0.000000,0.000000
0.047582,-0.998867,0.000000,0.000000
0.235759,-0.971812,0.000000,0.000000
0.415415,-0.909632,0.000000,0.000000
0.580057,-0.814576,0.000000,0.000000
0.723734,-0.690079,0.000000,0.000000
0.841254,-0.540641,0.000000,0.000000
0.928368,-0.371662,0.000000,0.000000
0.981929,-0.189251,0.000000,0.000000
0.981929,0.000000,-0.189251,0.000000
0.963061,0.191565,-0.189251,0.000000
0.907184,0.375768,-0.189251,0.000000
0.816444,0.545530,-0.189251,0.000000
0.694328,0.694328,-0.189251,0.000000
0.545530,0.816444,-0.189251,0.000000
0.375768,0.907184,-0.189251,0.000000
0.191565,0.963061,-0.189251,0.000000
0.000000,0.981929,-0.189251,0.000000
-0.191565,0.963061,-0.189251,0.000000
-0.375768,0.907184,-0.189251,0.000000
-0.545530,0.816444,-0.189251,0.000000
-0.694328,0.694328,-0.189251,0.000000
-0.816444,0.545530,-0.189251,0.000000
-0.907184,0.375768,-0.189251,0.000000
-0.963061,0.191565,-0.189251,0.000000
-0.981929,0.000000,-0.189251,0.000000
-0.963061,-0.191565,-0.189251,0.000000
-0.907184,-0.375768,-0.189251,0.000000
-0.816444,-0.545530,-0.189251,0.000000
-0.694328,-0.694328,-0.189251,0.000000
-0.545530,-0.816444,-0.189251,0.000000
-0.375768,-0.907184,-0.189251,0.000000
-0.191565,-0.963061,-0.189251,0.000000
-0.000000,-0.981929,-0.189251,0.000000
0.191565,-0.963061,-0.189251,0.000000
0.375768,-0.907184,-0.189251,0.000000
0.545530,-0.816444,-0.189251,0.000000
0.694328,-0.694328,-0.189251,0.000000
0.816444,-0.545530,-0.189251,0.000000
0.907184,-0.375768,-0.189251,0.000000
0.963061,-0.191565,-0.189251,0.000000
0.928368,0.000000,-0.371662,0.000000
0.908081,0.193019,-0.371662,0.000000
0.848106,0.377601,-0.371662,0.000000
0.751065,0.545681,-0.371662,0.000000
